name,dosageType,generic,strength,manufacturer,UnitPrice,PackageSize
Silagra,Tablet,Sildenafil Citrate,100 mg,Incepta Pharmaceuticals Ltd.,50.00,(4's pack: ৳ 200.00)
Silagra,Tablet,Sildenafil Citrate,50 mg,Incepta Pharmaceuticals Ltd.,30.00,(4's pack: ৳ 120.00)
Sigvit,Eye Capsule,"Vitamin C, Vitamin E, Lutein, Copper & Zinc",,Opso Saline Ltd.,10.00,(30's pack: ৳ 300.00)
Sigtil M,Tablet,Sitagliptin + Metformin Hydrochloride,50 mg+1000 mg,The White Horse Pharma,22.00,(10's pack: ৳ 220.00)
Silinor,Tablet,Sitagliptin,25 mg,Healthcare Pharmaceuticals Ltd.,10.00,(30's pack: ৳ 300.00)
Silgin,Tablet,Tiemonium Methylsulphate,50 mg,Silco Pharmaceutical Ltd.,5.00,(50's pack: ৳ 250.00)
Silflox,Tablet,Ciprofloxacin,500 mg,Silco Pharmaceutical Ltd.,14.00,(30's pack: ৳ 420.00)
Silfil,Tablet,Sildenafil Citrate,100 mg,Organic Health Care Ltd.,50.15,"(20's pack: ৳ 1,003.00)"
Silfil,Tablet,Sildenafil Citrate,50 mg,Organic Health Care Ltd.,30.10,(20's pack: ৳ 602.00)
Sigtil M,Tablet,Sitagliptin + Metformin Hydrochloride,50 mg+500 mg,The White Horse Pharma,18.00,(30's pack: ৳ 540.00)
Sigtil,Tablet,Sitagliptin,100 mg,The White Horse Pharma,28.00,(10's pack: ৳ 280.00)
Sigtil,Tablet,Sitagliptin,25 mg,The White Horse Pharma,8.00,(30's pack: ৳ 240.00)
Sigtil,Tablet,Sitagliptin,50 mg,The White Horse Pharma,15.00,(30's pack: ৳ 450.00)
Siglita,Tablet,Sitagliptin,50 mg,Square Pharmaceuticals Ltd.,13.00,(20's pack: ৳ 260.00)
Siglimet XR,Tablet (Extended Release),Sitagliptin + Metformin Hydrochloride,100 mg+1000 mg,Square Pharmaceuticals Ltd.,30.00,(12's pack: ৳ 360.00)
Siglimet XR,Tablet (Extended Release),Sitagliptin + Metformin Hydrochloride,50 mg+1000 mg,Square Pharmaceuticals Ltd.,18.00,(18's pack: ৳ 324.00)
Siglimet XR,Tablet (Extended Release),Sitagliptin + Metformin Hydrochloride,50 mg+500 mg,Square Pharmaceuticals Ltd.,16.00,(18's pack: ৳ 288.00)
Siglimet,Tablet,Sitagliptin + Metformin Hydrochloride,50 mg+1000 mg,Square Pharmaceuticals Ltd.,16.00,(20's pack: ৳ 320.00)
Silvage,Tablet,Multivitamin & Multimineral [A-Z silver preparation],,Orion Pharma Ltd.,6.04,(30's pack: ৳ 181.20)
Silvadazin,Cream,Silver Sulfadiazine,1%,Aristopharma Ltd.,25,25 gm tube: ৳ 60.00
Silpol,Tablet,Paracetamol,500 mg,Silco Pharmaceutical Ltd.,0.80,(100's pack: ৳ 80.00)
Silpol,Oral Suspension,Paracetamol,120 mg/5 ml,Silco Pharmaceutical Ltd.,60,60 ml bottle: ৳ 20.63
Silpa,Oral Suspension,Paracetamol,120 mg/5 ml,Silva Pharmaceuticals Ltd.,60,60 ml bottle: ৳ 16.35
Silpa,Tablet,Paracetamol,500 mg,Silva Pharmaceuticals Ltd.,0.60,(250's pack: ৳ 150.56)
Silox,Powder for Suspension,Flucloxacillin Sodium,125 mg/5 ml,Silva Pharmaceuticals Ltd.,100,100 ml bottle: ৳ 60.22
Silox,Capsule,Flucloxacillin Sodium,500 mg,Silva Pharmaceuticals Ltd.,10.04,(20's pack: ৳ 200.75)
Silox,Capsule,Flucloxacillin Sodium,250 mg,Silva Pharmaceuticals Ltd.,5.77,(30's pack: ৳ 173.15)
Silosin,Capsule,Silodosin,8 mg,Incepta Pharmaceuticals Ltd.,24.00,(20's pack: ৳ 480.00)
Silosin,Capsule,Silodosin,4 mg,Incepta Pharmaceuticals Ltd.,12.00,(20's pack: ৳ 240.00)
Silora,Tablet,Loratadine,10 mg,Ibn Sina Pharmaceuticals Ltd.,2.50,(50's pack: ৳ 125.00)
Siloflo,Capsule,Silodosin,8 mg,Aristopharma Ltd.,15.00,(20's pack: ৳ 300.00)
Siloflo,Capsule,Silodosin,4 mg,Aristopharma Ltd.,8.00,(20's pack: ৳ 160.00)
Silofast,Capsule,Silodosin,4 mg,Drug International Ltd.,8.00,(20's pack: ৳ 160.00)
Silofast,Capsule,Silodosin,8 mg,Drug International Ltd.,15.00,(20's pack: ৳ 300.00)
Simcod,Syrup,Multivitamin & Cod Liver Oil,,Pharmasia Limited,100,100 ml bottle: ৳ 80.00
Silzin,Cream,Silver Sulfadiazine,1%,Kemiko Pharmaceuticals Ltd.,25,25 gm tube: ৳ 50.00
Silverzine,Cream,Silver Sulfadiazine,1%,Gaco Pharmaceuticals Ltd.,25,25 gm tube: ৳ 40.12
Silverpac,Tablet,Multivitamin & Multimineral [A-Z silver preparation],,Pacific Pharmaceuticals Ltd.,10.00,(20's pack: ৳ 200.00)
Silverax,Cream,Silver Sulfadiazine,1%,Healthcare Pharmaceuticals Ltd.,25,25 gm tube: ৳ 57.00
Silvec,Cream,Silver Sulfadiazine,1%,Drug International Ltd.,30,30 gm tube: ৳ 50.00
Silvazin,Cream,Silver Sulfadiazine,1%,Chemist Laboratories  Ltd.,25,25 gm tube: ৳ 30.00
Silmon,Tablet,Montelukast Sodium,10 mg,Silva Pharmaceuticals Ltd.,14.00,(30's pack: ৳ 420.00)
Silmet,Tablet,Metronidazole,400 mg,Silco Pharmaceutical Ltd.,1.13,(100's pack: ৳ 113.00)
Silmet,Oral Suspension,Metronidazole,200 mg/5 ml,Silco Pharmaceutical Ltd.,60,60 ml bottle: ৳ 25.30
Silinor-M,Tablet,Sitagliptin + Metformin Hydrochloride,50 mg+500 mg,Healthcare Pharmaceuticals Ltd.,20.00,(21's pack: ৳ 420.00)
Silinor-M,Tablet,Sitagliptin + Metformin Hydrochloride,50 mg+1000 mg,Healthcare Pharmaceuticals Ltd.,22.00,(24's pack: ৳ 528.00)
Silinor,Tablet,Sitagliptin,100 mg,Healthcare Pharmaceuticals Ltd.,30.00,(10's pack: ৳ 300.00)
Silinor,Tablet,Sitagliptin,50 mg,Healthcare Pharmaceuticals Ltd.,18.00,(30's pack: ৳ 540.00)
Simvatin,Tablet,Simvastatin,20 mg,ACME Laboratories Ltd.,18.11,(10's pack: ৳ 181.10)
Simvatin,Tablet,Simvastatin,10 mg,ACME Laboratories Ltd.,11.04,(20's pack: ৳ 220.80)
Simulect,IV Infusion,Basiliximab,20 mg/vial,Novartis (Bangladesh) Ltd.,20,20 mg vial: ৳ 103
Simponi,SC Injection,Golimumab,50 mg/0.5 ml,Janssen-Cilag,0.5,0.5 ml pre-filled syringe: ৳ 51
Simplovir,Oral Suspension,Acyclovir (Oral),200 mg/5 ml,Incepta Pharmaceuticals Ltd.,70,70 ml bottle: ৳ 125.00
Simplovir,IV Infusion,Acyclovir (Injection),1 gm/vial,Incepta Pharmaceuticals Ltd.,1,1 gm vial: ৳ 1
Simplovir,Tablet,Acyclovir (Oral),400 mg,Incepta Pharmaceuticals Ltd.,22.00,(20's pack: ৳ 440.00)
Simplovir,Tablet,Acyclovir (Oral),200 mg,Incepta Pharmaceuticals Ltd.,14.00,(30's pack: ৳ 420.00)
Simplovir,IV Infusion,Acyclovir (Injection),500 mg/vial,Incepta Pharmaceuticals Ltd.,500,500 mg vial: ৳ 700.00
Simplovir,IV Infusion,Acyclovir (Injection),250 mg/vial,Incepta Pharmaceuticals Ltd.,250,250 mg vial: ৳ 400.00
Simplovir,Cream,Acyclovir (Topical),5% w/w,Incepta Pharmaceuticals Ltd.,5,5 gm tube: ৳ 40.00
Simpli,IV Infusion,Azithromycin Dihydrate,500 mg/vial,Beacon Pharmaceuticals Ltd.,500,500 mg vial: ৳ 461.38
Simpli,Powder for Suspension,Azithromycin Dihydrate,200 mg/5 ml,Beacon Pharmaceuticals Ltd.,20,20 ml bottle: ৳ 85.57
Simpli,Tablet,Azithromycin Dihydrate,500 mg,Beacon Pharmaceuticals Ltd.,35.11,"(8's pack: ৳ 280.88),(12's pack: ৳ 421.32)"
Simox DS,Powder for Suspension,Amoxicillin Trihydrate,250 mg/5 ml,Silva Pharmaceuticals Ltd.,100,100 ml bottle: ৳ 65.25
Simox,Pediatric Drops,Amoxicillin Trihydrate,125 mg/1.25 ml,Silva Pharmaceuticals Ltd.,15,15 ml bottle: ৳ 27.11
Sinaceph,Pediatric Drops,Cephradine,125 mg/1.25 ml,Ibn Sina Pharmaceuticals Ltd.,15,15 ml bottle: ৳ 55.00
Sinaceph,Powder for Suspension,Cephradine,125 mg/5 ml,Ibn Sina Pharmaceuticals Ltd.,100,100 ml bottle: ৳ 95.00
Sinaceph,Capsule,Cephradine,500 mg,Ibn Sina Pharmaceuticals Ltd.,15.00,(30's pack: ৳ 450.00)
Sinaceph,Capsule,Cephradine,250 mg,Ibn Sina Pharmaceuticals Ltd.,6.80,(20's pack: ৳ 136.00)
Sinaban,Ointment,Mupirocin,2% w/w,Ibn Sina Pharmaceuticals Ltd.,10,10 gm tube: ৳ 140.00
Sina Silver,Tablet,Multivitamin & Multimineral [A-Z silver preparation],,Ibn Sina Pharmaceuticals Ltd.,8.00,"(15's pack: ৳ 120.00),(30's pack: ৳ 240.00)"
Sina Gold,Tablet,Multivitamin & Multimineral [A-Z gold preparation],,Ibn Sina Pharmaceuticals Ltd.,8.00,"(15's pack: ৳ 120.00),(30's pack: ৳ 240.00)"
Simox,Powder for Suspension,Amoxicillin Trihydrate,125 mg/5 ml,Silva Pharmaceuticals Ltd.,100,100 ml bottle: ৳ 45.17
Simox,Capsule,Amoxicillin Trihydrate,500 mg,Silva Pharmaceuticals Ltd.,6.02,(50's pack: ৳ 301.00)
Simox,Capsule,Amoxicillin Trihydrate,250 mg,Silva Pharmaceuticals Ltd.,3.51,(100's pack: ৳ 351.00)
Simethi,Pediatric Drops,Simethicone,67 mg/ml,Zenith Pharmaceuticals Ltd.,15,15 ml drop: ৳ 30.00
Simet,Pediatric Drops,Simethicone,67 mg/ml,ACI Limited,15,15 ml drop: ৳ 30.20
Simegal,Oral Suspension,Magaldrate + Simethicone,(480 mg+20 mg)/5 ml,Beacon Pharmaceuticals Ltd.,200,200 ml bottle: ৳ 110.00
Simecol,Pediatric Drops,Simethicone,67 mg/ml,Alco Pharma Ltd.,15,15 ml drop: ৳ 35.11
Sinamox,Powder for Suspension,Amoxicillin Trihydrate,125 mg/5 ml,Ibn Sina Pharmaceuticals Ltd.,100,100 ml bottle: ৳ 47.46
Sinamox,Capsule,Amoxicillin Trihydrate,500 mg,Ibn Sina Pharmaceuticals Ltd.,6.75,(80's pack: ৳ 540.00)
Sinamox,Capsule,Amoxicillin Trihydrate,250 mg,Ibn Sina Pharmaceuticals Ltd.,3.60,(100's pack: ৳ 360.00)
Sinamin,Syrup,Chlorpheniramine Maleate,2 mg/5 ml,Ibn Sina Pharmaceuticals Ltd.,100,100 ml bottle: ৳ 21.85
Sinamin,Tablet,Chlorpheniramine Maleate,4 mg,Ibn Sina Pharmaceuticals Ltd.,0.30,(500's pack: ৳ 150.00)
Sinalax,Oral Powder,Lactitol Monohydrate,10 gm/sachet,Ibn Sina Pharmaceuticals Ltd.,10,(10's pack: ৳ 130.00)
Sinalac,Oral Solution,Lactulose,3.35 gm/5 ml,Ibn Sina Pharmaceuticals Ltd.,60,60 ml bottle: ৳ 70.00
Sinakof,Tablet (Sustained Release),Butamirate Citrate,50 mg,Ibn Sina Pharmaceuticals Ltd.,10.00,(30's pack: ৳ 300.00)
Sinafresh,Ophthalmic Solution,Carboxymethylcellulose Sodium,1%,Ibn Sina Pharmaceuticals Ltd.,10,10 ml drop: ৳ 250.00
Sinafort-B,Syrup,Vitamin B complex,,Ibn Sina Pharmaceuticals Ltd.,200,200 ml bottle: ৳ 55.00
Sinafort-B,Tablet,Vitamin B complex,,Ibn Sina Pharmaceuticals Ltd.,0.62,(45's pack: ৳ 27.90)
Sinafort-B,Capsule,Vitamin B complex,,Ibn Sina Pharmaceuticals Ltd.,1.00,(250's pack: ৳ 250.00)
Sinaflox,Powder for Suspension,Flucloxacillin Sodium,125 mg/5 ml,Ibn Sina Pharmaceuticals Ltd.,100,100 ml bottle: ৳ 65.00
Sinaflox,Capsule,Flucloxacillin Sodium,500 mg,Ibn Sina Pharmaceuticals Ltd.,10.50,(50's pack: ৳ 525.00)
Sinaflox,Capsule,Flucloxacillin Sodium,250 mg,Ibn Sina Pharmaceuticals Ltd.,5.60,(50's pack: ৳ 280.00)
Sinaferon,Capsule,Ferrous Fumarate + Folic acid,200 mg+200 mcg,Ibn Sina Pharmaceuticals Ltd.,0.57,(100's pack: ৳ 57.17)
Sinapol,Tablet,Paracetamol,500 mg,Ibn Sina Pharmaceuticals Ltd.,0.80,(250's pack: ৳ 200.00)
Sinamox DS,Powder for Suspension,Amoxicillin Trihydrate,250 mg/5 ml,Ibn Sina Pharmaceuticals Ltd.,100,100 ml bottle: ৳ 69.00
Sinamox,Pediatric Drops,Amoxicillin Trihydrate,125 mg/1.25 ml,Ibn Sina Pharmaceuticals Ltd.,15,15 ml bottle: ৳ 30.00
Sinaferon,Tablet,Ferrous Fumarate + Folic acid,200 mg+200 mcg,Ibn Sina Pharmaceuticals Ltd.,0.19,(100's pack: ৳ 18.68)
Sinaferon,Syrup,Ferrous Sulfate,200 mg/5 ml,Ibn Sina Pharmaceuticals Ltd.,200,200 ml bottle: ৳ 40.00
Sinacort,Ointment,Betamethasone Valerate,0.10%,Ibn Sina Pharmaceuticals Ltd.,10,10 gm tube: ৳ 20.00
Sinacort,Cream,Betamethasone Valerate,0.10%,Ibn Sina Pharmaceuticals Ltd.,10,10 gm tube: ৳ 20.00
Sinaclox,Powder for Suspension,Cloxacillin Sodium,125 mg/5 ml,Ibn Sina Pharmaceuticals Ltd.,100,100 ml bottle: ৳ 43.00
Sinaclox,Capsule,Cloxacillin Sodium,500 mg,Ibn Sina Pharmaceuticals Ltd.,5.75,(50's pack: ৳ 287.50)
Sinacet,Oral Solution,Levocetirizine Dihydrochloride,2.5 mg/5 ml,Ibn Sina Pharmaceuticals Ltd.,60,60 ml bottle: ৳ 50.00
Sinacet,Tablet,Levocetirizine Dihydrochloride,5 mg,Ibn Sina Pharmaceuticals Ltd.,4.00,(100's pack: ৳ 400.00)
Sinaceph DS,Powder for Suspension,Cephradine,250 mg/5 ml,Ibn Sina Pharmaceuticals Ltd.,100,100 ml bottle: ৳ 125.00
Sinaceph,IM/IV Injection,Cephradine,1 gm/vial,Ibn Sina Pharmaceuticals Ltd.,1,1 gm vial: ৳ 85.00
Sinaceph,IM/IV Injection,Cephradine,500 mg/vial,Ibn Sina Pharmaceuticals Ltd.,500,500 mg vial: ৳ 55.00
Sitacret-M,Tablet,Sitagliptin + Metformin Hydrochloride,50 mg+500 mg,Renata Limited,20.00,(20's pack: ৳ 400.00)
Sitacret,Tablet,Sitagliptin,50 mg,Renata Limited,15.00,(30's pack: ৳ 450.00)
Sistin,Syrup,Cetirizine Hydrochloride,5 mg/5 ml,Supreme Pharmaceutical Ltd.,60,60 ml bottle: ৳ 16.00
Sistin,Tablet,Cetirizine Hydrochloride,10 mg,Supreme Pharmaceutical Ltd.,2.50,(100's pack: ৳ 250.00)
Sirdalud,Tablet,Tizanidine Hydrochloride,2 mg,SANDOZ (A Novartis Division),11.53,(30's pack: ৳ 345.90)
Sintos,Syrup,Guaifenesin + Levomenthol + Diphenhydramine,(100 mg+1.1 mg+14 mg)/5 ml,ACME Laboratories Ltd.,100,100 ml bottle: ৳ 80.00
Sintel,Chewable Tablet,Albendazole,400 mg,ACI Limited,5.02,(50's pack: ৳ 251.00)
Sintel,Oral Suspension,Albendazole,200 mg/5 ml,ACI Limited,10,10 ml bottle: ৳ 20.06
Sinplatin,IV Infusion,Cisplatin,1 mg/ml,BOTS Pvt. Limited,50,50 mg vial: ৳ 1
Sinlair,Tablet,Montelukast Sodium,10 mg,Everest Pharmaceuticals Ltd.,15.00,(20's pack: ৳ 300.00)
Sinjard-M,Tablet,Empagliflozin + Metformin Hydrochloride,5 mg+500 mg,Beacon Pharmaceuticals Ltd.,20.00,(28's pack: ৳ 560.00)
Sinjard-L,Tablet,Empagliflozin + Linagliptin,25 mg+5 mg,Beacon Pharmaceuticals Ltd.,40.00,(14's pack: ৳ 560.00)
Sinjard-L,Tablet,Empagliflozin + Linagliptin,10 mg+5 mg,Beacon Pharmaceuticals Ltd.,30.00,(28's pack: ৳ 840.00)
Sinjard,Tablet,Empagliflozin,25 mg,Beacon Pharmaceuticals Ltd.,50.00,(14's pack: ৳ 700.00)
Sinjard,Tablet,Empagliflozin,10 mg,Beacon Pharmaceuticals Ltd.,25.00,(28's pack: ৳ 700.00)
Singlin,Tablet,Repaglinide,2 mg,Renata Limited,5.00,(50's pack: ৳ 250.00)
Sitadus-M,Tablet (Extended Release),Sitagliptin + Metformin Hydrochloride,50 mg+1000 mg,Opsonin Pharma Ltd.,18.00,(18's pack: ৳ 324.00)
Sitadus,Tablet,Sitagliptin,50 mg,Opsonin Pharma Ltd.,15.05,(30's pack: ৳ 451.50)
Sitadus,Tablet,Sitagliptin,25 mg,Opsonin Pharma Ltd.,8.03,(30's pack: ৳ 240.90)
Sitadus,Tablet,Sitagliptin,100 mg,Opsonin Pharma Ltd.,28.08,(30's pack: ৳ 842.40)
Singlin,Tablet,Repaglinide,1 mg,Renata Limited,3.00,(100's pack: ৳ 300.00)
Singlin,Tablet,Repaglinide,0.5 mg,Renata Limited,2.00,(100's pack: ৳ 200.00)
Sinex,Ointment,Camphor + Menthol + Oil Clove + Oil Eucalyptus + Oil Turpentine,,Cosmic Pharma Ltd.,10,(12's pack: ৳ 144.00)
Sinecod SR,Tablet (Sustained Release),Butamirate Citrate,50 mg,SANDOZ (A Novartis Division),12.00,(50's pack: ৳ 600.00)
Sindroxocin,IV Infusion,Doxorubicin Hydrochloride,2 mg/ml,BOTS Pvt. Limited,10,10 mg vial: ৳ 908.00
Sindoxplatin,IV Infusion,Oxaliplatin,5 mg/ml,BOTS Pvt. Limited,50,50 mg vial: ৳ 4
Sinazid,Tablet,Gliclazide,80 mg,Ibn Sina Pharmaceuticals Ltd.,6.50,(50's pack: ৳ 325.00)
Sinatrim,Tablet,Sulphamethoxazole + Trimethoprim,400 mg+80 mg,Ibn Sina Pharmaceuticals Ltd.,1.41,(100's pack: ৳ 141.47)
Sinatrim,Oral Suspension,Sulphamethoxazole + Trimethoprim,(200 mg+40 mg)/5 ml,Ibn Sina Pharmaceuticals Ltd.,60,60 ml bottle: ৳ 22.00
Sinapol,Oral Suspension,Paracetamol,120 mg/5 ml,Ibn Sina Pharmaceuticals Ltd.,60,60 ml bottle: ৳ 20.00
Sitrim,Oral Suspension,Sulphamethoxazole + Trimethoprim,(200 mg+40 mg)/5 ml,Silva Pharmaceuticals Ltd.,60,60 ml bottle: ৳ 20.07
Sitova,Tablet,Atorvastatin Calcium,20 mg,Silco Pharmaceutical Ltd.,18.00,(20's pack: ৳ 360.00)
Sitova,Tablet,Atorvastatin Calcium,10 mg,Silco Pharmaceutical Ltd.,10.00,(30's pack: ৳ 300.00)
Sitomet,Tablet,Sitagliptin + Metformin Hydrochloride,50 mg+500 mg,ACI Limited,16.05,(30's pack: ৳ 481.50)
Sitomet,Tablet,Sitagliptin + Metformin Hydrochloride,50 mg+1000 mg,ACI Limited,18.05,(10's pack: ৳ 180.50)
Sitazid M,Tablet,Sitagliptin + Metformin Hydrochloride,50 mg+500 mg,Eskayef Pharmaceuticals Ltd.,14.00,(20's pack: ৳ 280.00)
Sitazid M,Tablet,Sitagliptin + Metformin Hydrochloride,50 mg+1000 mg,Eskayef Pharmaceuticals Ltd.,15.00,(18's pack: ৳ 270.00)
Sitazid,Tablet,Sitagliptin,100 mg,Eskayef Pharmaceuticals Ltd.,25.00,(10's pack: ৳ 250.00)
Sitazid,Tablet,Sitagliptin,50 mg,Eskayef Pharmaceuticals Ltd.,13.00,(20's pack: ৳ 260.00)
Sitavia-M,Tablet,Sitagliptin + Metformin Hydrochloride,50 mg+500 mg,Sharif Pharmaceuticals Ltd.,16.00,(20's pack: ৳ 320.00)
Sitavia-M,Tablet,Sitagliptin + Metformin Hydrochloride,50 mg+1000 mg,Sharif Pharmaceuticals Ltd.,18.00,(20's pack: ৳ 360.00)
Sitavia,Tablet,Sitagliptin,50 mg,Sharif Pharmaceuticals Ltd.,15.00,(20's pack: ৳ 300.00)
Sitap,Tablet,Sitagliptin,100 mg,ACI Limited,28.08,(10's pack: ৳ 280.80)
Sitap,Tablet,Sitagliptin,50 mg,ACI Limited,15.05,(30's pack: ৳ 451.50)
Sitamet,Tablet,Sitagliptin + Metformin Hydrochloride,50 mg+500 mg,Renata Limited,20.00,(10's pack: ৳ 200.00)
Sitalia M XR,Tablet (Extended Release),Sitagliptin + Metformin Hydrochloride,50 mg+500 mg,Delta Pharma Ltd.,15.00,(12's pack: ৳ 180.00)
Sivolac,Oral Solution,Lactulose,3.35 gm/5 ml,Sharif Pharmaceuticals Ltd.,100,100 ml bottle: ৳ 120.37
Sivicaine Heavy,Intraspinal Injection,Bupivacaine Hydrochloride + Dextrose,0.5%+8%,Renata Limited,4,(5's pack: ৳ 150.55)
Sitrim,Tablet,Sulphamethoxazole + Trimethoprim,400 mg+80 mg,Silva Pharmaceuticals Ltd.,2.01,(100's pack: ৳ 200.75)
Sitalia M,Tablet,Sitagliptin + Metformin Hydrochloride,50 mg+500 mg,Delta Pharma Ltd.,12.00,(20's pack: ৳ 240.00)
Sitaglap M,Tablet,Sitagliptin + Metformin Hydrochloride,50 mg+1000 mg,Euro Pharma Ltd.,22.00,(20's pack: ৳ 440.00)
Sitaglap M,Tablet,Sitagliptin + Metformin Hydrochloride,50 mg+500 mg,Euro Pharma Ltd.,20.00,(30's pack: ৳ 600.00)
Sitaglap,Tablet,Sitagliptin,50 mg,Euro Pharma Ltd.,14.00,(30's pack: ৳ 420.00)
Sitagil M,Tablet (Extended Release),Sitagliptin + Metformin Hydrochloride,100 mg+1000 mg,Incepta Pharmaceuticals Ltd.,35.00,(18's pack: ৳ 630.00)
Sitagil M,Tablet (Extended Release),Sitagliptin + Metformin Hydrochloride,50 mg+1000 mg,Incepta Pharmaceuticals Ltd.,18.00,(18's pack: ৳ 324.00)
Sitagil M,Tablet (Extended Release),Sitagliptin + Metformin Hydrochloride,50 mg+500 mg,Incepta Pharmaceuticals Ltd.,16.00,(20's pack: ৳ 320.00)
Sitagil,Tablet,Sitagliptin,100 mg,Incepta Pharmaceuticals Ltd.,28.00,(10's pack: ৳ 280.00)
Sitagil,Tablet,Sitagliptin,50 mg,Incepta Pharmaceuticals Ltd.,15.00,(20's pack: ৳ 300.00)
Sitagil,Tablet,Sitagliptin,25 mg,Incepta Pharmaceuticals Ltd.,8.00,(30's pack: ৳ 240.00)
Sitadus-M,Tablet (Extended Release),Sitagliptin + Metformin Hydrochloride,50 mg+500 mg,Opsonin Pharma Ltd.,16.00,(20's pack: ৳ 320.00)
SK-mox,Powder for Suspension,Amoxicillin Trihydrate,125 mg/5 ml,Eskayef Pharmaceuticals Ltd.,100,100 ml bottle: ৳ 47.60
SK-mox,Capsule,Amoxicillin Trihydrate,500 mg,Eskayef Pharmaceuticals Ltd.,6.09,(50's pack: ৳ 304.50)
SK-mox,Capsule,Amoxicillin Trihydrate,250 mg,Eskayef Pharmaceuticals Ltd.,3.55,(100's pack: ৳ 355.00)
SK-cef DS,Powder for Suspension,Cephradine,250 mg/5 ml,Eskayef Pharmaceuticals Ltd.,60,60 ml bottle: ৳ 80.00
SK-cef,IM/IV Injection,Cephradine,1 gm/vial,Eskayef Pharmaceuticals Ltd.,1,1 gm vial: ৳ 85.00
SK-cef,IM/IV Injection,Cephradine,500 mg/vial,Eskayef Pharmaceuticals Ltd.,500,500 mg vial: ৳ 60.00
SK-cef,Pediatric Drops,Cephradine,125 mg/1.25 ml,Eskayef Pharmaceuticals Ltd.,15,15 ml bottle: ৳ 65.00
SK-cef,Powder for Suspension,Cephradine,125 mg/5 ml,Eskayef Pharmaceuticals Ltd.,100,100 ml bottle: ৳ 90.00
SK-cef,Capsule,Cephradine,500 mg,Eskayef Pharmaceuticals Ltd.,15.00,(30's pack: ৳ 450.00)
SK-cef,Capsule,Cephradine,250 mg,Eskayef Pharmaceuticals Ltd.,8.00,(48's pack: ৳ 384.00)
Sizopra,Tablet,Aripiprazole,15 mg,ACME Laboratories Ltd.,7.04,(20's pack: ৳ 140.80)
Sizopra,Tablet,Aripiprazole,10 mg,ACME Laboratories Ltd.,5.03,(30's pack: ৳ 150.90)
Sizopin,Tablet,Clozapine,100 mg,Sun Pharmaceutical Ltd.,10.00,(50's pack: ৳ 500.00)
Sizopin,Tablet,Clozapine,25 mg,Sun Pharmaceutical Ltd.,3.00,"(50's pack: ৳ 150.00),(100's pack: ৳ 300.00)"
Sizonil,Tablet,Trifluoperazine,5 mg,Healthcare Pharmaceuticals Ltd.,3.50,(100's pack: ৳ 350.00)
Sizonil,Tablet,Trifluoperazine,1 mg,Healthcare Pharmaceuticals Ltd.,2.00,(100's pack: ৳ 200.00)
Skelofen,Tablet,Baclofen,5 mg,ACME Laboratories Ltd.,4.51,(30's pack: ৳ 135.30)
SK-mox DS,Powder for Suspension,Amoxicillin Trihydrate,250 mg/5 ml,Eskayef Pharmaceuticals Ltd.,100,100 ml bottle: ৳ 68.20
SK-mox,Pediatric Drops,Amoxicillin Trihydrate,125 mg/1.25 ml,Eskayef Pharmaceuticals Ltd.,15,15 ml bottle: ৳ 30.20
Sizodon MD,Dispersible Tablet,Risperidone (Oral),4 mg,Sun Pharmaceutical Ltd.,9.50,(50's pack: ৳ 475.00)
Sizodon MD,Dispersible Tablet,Risperidone (Oral),2 mg,Sun Pharmaceutical Ltd.,6.50,(100's pack: ৳ 650.00)
Sizodon MD,Dispersible Tablet,Risperidone (Oral),1 mg,Sun Pharmaceutical Ltd.,3.26,(100's pack: ৳ 325.50)
Sizodon,Tablet,Risperidone (Oral),4 mg,Sun Pharmaceutical Ltd.,9.03,(50's pack: ৳ 451.50)
Sizodon,Tablet,Risperidone (Oral),2 mg,Sun Pharmaceutical Ltd.,6.02,(100's pack: ৳ 601.60)
Sizodon,Tablet,Risperidone (Oral),1 mg,Sun Pharmaceutical Ltd.,3.01,"(50's pack: ৳ 150.50),(100's pack: ৳ 301.48)"
Siznil,Tablet,Aripiprazole,10 mg,Orion Pharma Ltd.,5.03,(50's pack: ৳ 251.50)
Sizatoin,Tablet,Phenytoin Sodium,100 mg,Incepta Pharmaceuticals Ltd.,4.00,(50's pack: ৳ 200.00)
Sixvit,Tablet,Pyridoxine Hydrochloride,20 mg,Beacon Pharmaceuticals Ltd.,1.30,(100's pack: ৳ 130.00)
Sixtin,Tablet,Saxagliptin,5 mg,Drug International Ltd.,30.00,(14's pack: ৳ 420.00)
Sixtin,Tablet,Saxagliptin,2.5 mg,Drug International Ltd.,16.00,(14's pack: ৳ 224.00)
Sleepwel,Tablet,Eszopiclone,1 mg,Popular Pharmaceuticals Ltd.,2.01,(30's pack: ৳ 60.31)
Sleepon,Tablet,Eszopiclone,2 mg,Silva Pharmaceuticals Ltd.,3.01,(50's pack: ৳ 150.50)
Sleepon,Tablet,Eszopiclone,1 mg,Silva Pharmaceuticals Ltd.,2.01,(50's pack: ৳ 100.50)
Skytex,Syrup,Levamisole,40 mg/5 ml,Skylab Pharmaceuticals Ltd.,15,15 ml bottle: ৳ 6.00
Skytex,Tablet,Levamisole,40 mg,Skylab Pharmaceuticals Ltd.,0.45,(100's pack: ৳ 45.00)
Skycillin,Capsule,Ampicillin Sodium,250 mg,Skylab Pharmaceuticals Ltd.,2.12,(100's pack: ৳ 212.00)
